rank,scientific_name,database,db_id,kingdom,phylum,class,order,family,genus,species,raw_name
Species,Rhizostoma pulmo,worms,135299,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhizostoma,Rhizostoma pulmo,Rhizostoma pulmo
Order,Rhizostomeae,worms,135224,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,,,,Rhizostomeae
Species,Rhodopirellula baltica,worms,565571,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,Rhodopirellula baltica,Rhodopirellula
Species,Rhodopirellula baltica,worms,565571,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,Rhodopirellula baltica,Rhodopirellula baltica
Genus,Rhytidocystis,worms,393590,Chromista,Myzozoa,Conoidasida,Agamococcidiorida,Rhytidocystidae,Rhytidocystis,,Rhytidocystis
Genus,Roundia,worms,602047,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Roundia,,Roundia
Genus,Sabella,worms,129549,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabella,,Sabella
Genus,Saccharina,worms,234482,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,,Saccharina
Species,Sagartia elegans,worms,100991,Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Sagartia,Sagartia elegans,Sagartia elegans
Genus,Salpingoeca,worms,105541,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,Salpingoeca,,Salpingoeca
Species,Saron marmoratus,worms,210450,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Saron,Saron marmoratus,Saron marmoratus
Species,Satyrichthys hians,worms,276939,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Peristediidae,Satyrichthys,Satyrichthys hians,Satyrichthys hians
Genus,Savignyella,worms,110970,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Savignyellidae,Savignyella,,Savignyella
Genus,Savillea,worms,105526,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Savillea,,Savillea
Species,Schedophilus medusophagus,worms,126833,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,Schedophilus,Schedophilus medusophagus,Schedophilus medusophagus
Species,Schedophilus ovalis,worms,126834,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,Schedophilus,Schedophilus ovalis,Schedophilus ovalis
Genus,Schizochytrium,worms,119094,Chromista,Bigyra,Labyrinthulea,Thraustochytrida,Thraustochytriaceae,Schizochytrium,,Schizochytrium
Genus,Schizomavella,worms,110829,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizomavella,,Schizomavella
Family,Sclerotiniaceae,worms,438656,Fungi,,Leotiomycetes,Helotiales,Sclerotiniaceae,,,Sclerotiniaceae
Species,Scorpaena elongata,worms,127242,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena elongata,Scorpaena elongata
Species,Scorpaena scrofa,worms,127248,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena scrofa,Scorpaena scrofa
Genus,Scrippsiella,worms,109545,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,,Scrippsiella
Genus,Scrupocellaria,worms,110866,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Scrupocellaria,,Scrupocellaria
Species,Sebastapistes coniorta,worms,274759,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes coniorta,Sebastapistes coniorta
Genus,Sebastes,worms,126175,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,,Sebastes
Class,Sedentaria,worms,754175,Animalia,Annelida,Polychaeta,,,,,Sedentaria
Genus,Selenidium,worms,562744,Chromista,Myzozoa,Conoidasida,Eugregarinorida,Selenidiidae,Selenidium,,Selenidium
Genus,Sellaphora,worms,157078,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,,Sellaphora
Order,Semaeostomeae,worms,135225,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,,,,Semaeostomeae
Order,Senticaudata,worms,719424,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,Senticaudata
Species,Seriola dumerili,worms,126816,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Seriola,Seriola dumerili,Seriola dumerili
Species,Sesarma aequatoriale,worms,444674,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Sesarma,Sesarma aequatoriale,Sesarma aequatoriale
Species,Sesarma rhizophorae,worms,444684,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Sesarma,Sesarma rhizophorae,Sesarma rhizophorae
Order,Sessilia,worms,106033,Animalia,Arthropoda,Hexanauplia,Sessilia,,,,Sessilia
Family,Shewanellaceae,worms,393039,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,,,Shewanellaceae
Genus,Sinophysis,worms,109467,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Sinophysis,,Sinophysis
Order,Siphonostomatoida,worms,1104,Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,,,,Siphonostomatoida
Genus,Skeletonema,worms,149073,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,,Skeletonema
Order,Spionida,worms,889,Animalia,Annelida,Polychaeta,Spionida,,,,Spionida
Genus,Spirochaeta,worms,566342,Bacteria,Spirochaetes,Spirochaetes(Class),Spirochaetales,Spirochaetaceae,Spirochaeta,,Spirochaeta
Genus,Spirotrachelostyla,worms,425663,Chromista,Ciliophora,Spirotrichea,,Trachelostylidae,Spirotrachelostyla,,Spirotrachelostyla
Order,Spizellomycetales,worms,172250,Fungi,,Chytridiomycetes,Spizellomycetales,,,,Spizellomycetales
Genus,Sporobolomyces,worms,394036,Fungi,,Microbotryomycetes,Sporidiobolales,Sporidiobolales incertae sedis,Sporobolomyces,,Sporobolomyces
Order,Stauromedusae,worms,135226,Animalia,Cnidaria,Staurozoa,Stauromedusae,,,,Stauromedusae
Genus,Staurosira,worms,175928,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,,Staurosira
Genus,Stephanodiscus,worms,149079,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,,Stephanodiscus
Genus,Stephanoeca,worms,105529,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Stephanoeca,,Stephanoeca
Genus,Stephanopyxis,worms,149630,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,,Stephanopyxis
Species,Stereocidaris hawaiiensis,worms,513562,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Stereocidaris,Stereocidaris hawaiiensis,Stereocidaris hawaiiensis
Order,Stolidobranchia,worms,103436,Animalia,Chordata,Ascidiacea,Stolidobranchia,,,,Stolidobranchia
Species,Striostrea prismatica,worms,506739,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Striostrea,Striostrea prismatica,Striostrea prismatica
Genus,Strombidium,worms,101195,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,,Strombidium
Class,Stylonematophyceae,worms,368672,Plantae,,Stylonematophyceae,,,,,Stylonematophyceae
Genus,Stylonychia,worms,416027,Chromista,Ciliophora,Spirotrichea,,Oxytrichidae,Stylonychia,,Stylonychia
Species,Subulatomonas tetraspora,worms,839543,Protozoa,,,,,Subulatomonas,Subulatomonas tetraspora,Subulatomonas
Species,Sugiura chengshanense,worms,291153,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sugiuridae,Sugiura,Sugiura chengshanense,Sugiura chengshanense
Genus,Sulfurovum,worms,393925,Bacteria,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria incertae sedis,,Sulfurovum,,Sulfurovum
Family,Surirellaceae,worms,149006,Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,,,Surirellaceae
Genus,Symbiodinium,worms,109572,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,,Symbiodinium
Family,Synallactidae,worms,123185,Animalia,Echinodermata,Holothuroidea,Synallactida,Synallactidae,,,Synallactidae
Order,Syndiniales,worms,146213,Chromista,Myzozoa,Dinophyceae,Syndiniales,,,,Syndiniales
Genus,Synedra,worms,149186,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,,Synedra
Species,Syngnathus typhle,worms,127393,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus typhle,Syngnathus typhle
Species,Taenianotus triacanthus,worms,218119,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Taenianotus,Taenianotus triacanthus,Taenianotus triacanthus
Species,Tagelus peruanus,worms,507363,Animalia,Mollusca,Bivalvia,Cardiida,Solecurtidae,Tagelus,Tagelus peruanus,Tagelus peruanus
Genus,Telonema,worms,118028,Chromista,Cryptophyta,Telonemea,Telonemida,,Telonema,,Telonema
Order,Terebellida,worms,900,Animalia,Annelida,Polychaeta,Terebellida,,,,Terebellida
Family,Textulariidae,worms,111973,Chromista,Foraminifera,Globothalamea,Textulariida,Textulariidae,,,Textulariidae
Genus,Thaumatomastix,worms,137288,Chromista,Ochrophyta,Raphidophyceae,Raphidophyceae incertae sedis,,Thaumatomastix,,Thaumatomastix
Class,Thecofilosea,worms,590699,Chromista,Cercozoa,Thecofilosea,,,,,Thecofilosea
Genus,Thigmokeronopsis,worms,341360,Chromista,Ciliophora,Spirotrichea,,Pseudokeronopsidae,Thigmokeronopsis,,Thigmokeronopsis
Species,Thiomargarita namibiensis,worms,570690,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiomargarita,Thiomargarita namibiensis,Thiomargarita namibiensis
Species,Thiomicrospira arctica,worms,396228,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira arctica,Thiomicrospira arctica
Genus,Thoracosphaera,worms,109558,Chromista,Myzozoa,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Thoracosphaera,,Thoracosphaera
Family,Thoracosphaeraceae,worms,109438,Chromista,Myzozoa,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,,,Thoracosphaeraceae
Family,Thraustochytriaceae,worms,22156,Chromista,Bigyra,Labyrinthulea,Thraustochytrida,Thraustochytriaceae,,,Thraustochytriaceae
Genus,Thraustochytrium,worms,119095,Chromista,Bigyra,Labyrinthulea,Thraustochytrida,Thraustochytriaceae,Thraustochytrium,,Thraustochytrium
Species,Thunnus thynnus,worms,127029,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus thynnus,Thunnus thynnus
Species,Trachurus mediterraneus,worms,126820,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus mediterraneus,Trachurus mediterraneus
Species,Trachurus picturatus,worms,126821,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus picturatus,Trachurus picturatus
Species,Trachurus trachurus,worms,126822,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus,Trachurus trachurus
Genus,Trichopodiella,worms,425607,Chromista,Ciliophora,Phyllopharyngea,Dysteriida,Hartmannulidae,Trichopodiella,,Trichopodiella
Genus,Tricolia,worms,138564,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia,,Tricolia
Family,Trochamminidae,worms,111975,Chromista,Foraminifera,Globothalamea,Lituolida,Trochamminidae,,,Trochamminidae
Genus,Trochilia,worms,416109,Chromista,Ciliophora,Phyllopharyngea,Dysteriida,Dysteriidae,Trochilia,,Trochilia
Genus,Trochilioides,worms,425608,Chromista,Ciliophora,Phyllopharyngea,Dysteriida,Hartmannulidae,Trochilioides,,Trochilioides
Species,Tubastraea micranthus,worms,291255,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,Tubastraea micranthus,Tubastraea micranthus
Family,Tubiluchidae,worms,101079,Animalia,Priapulida,,Priapulomorpha,Tubiluchidae,,,Tubiluchidae
Genus,Ulvella,worms,143942,Plantae,,Ulvophyceae,Ulvales,Ulvellaceae,Ulvella,,Ulvella
Species,Uroglena marina,worms,643274,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Uroglena,Uroglena marina,Uroglena
Genus,Uroleptus,worms,425683,Chromista,Ciliophora,Spirotrichea,,Urostylidae,Uroleptus,,Uroleptus
Genus,Uronema,worms,143943,Chromista,Ciliophora,Oligohymenophorea,Philasterida,Uronematidae,Uronema,,Uronema
Genus,Vaginicola,worms,345440,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Vaginicolidae,Vaginicola,,Vaginicola
Family,Vampyrellidae,worms,872112,Chromista,Cercozoa,Proteomyxidea,Aconchulinida,Vampyrellidae,,,Vampyrellidae
Genus,Vampyrophrya,worms,1030588,Chromista,Ciliophora,Oligohymenophorea,Apostomatida,Foettingeriidae,Vampyrophrya,,Vampyrophrya
Genus,Vannella,worms,120566,Protozoa,Amoebozoa,Discosea,Vannellida,Vannellidae,Vannella,,Vannella
Genus,Varistrombidium,worms,425651,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Varistrombidium,,Varistrombidium
Species,Ventrifossa atherodon,worms,275590,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Ventrifossa,Ventrifossa atherodon,Ventrifossa atherodon
Genus,Vermistella,worms,761236,Protozoa,Amoebozoa,Discosea,Stygamoebida,Stygamoebida incertae sedis,Vermistella,,Vermistella
Genus,Verrucaria,worms,147701,Fungi,,Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucaria,,Verrucaria
Order,Zoantharia,worms,607338,Animalia,Cnidaria,Anthozoa,Zoantharia,,,,Zoantharia
Family,Zoanthidae,worms,100690,Animalia,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,,,Zoanthidae
Kingdom,Zygomycota,worms,21889,Fungi,,,,,,,Zygomycota
Order,Hyphochytriales,itis,13823,Fungi,,Phycomycota,Hyphochytriales,,,,Hyphochytriales
Order,Monoblepharidales,itis,13830,Fungi,,Monoblepharidomycetes,Monoblepharidales,,,,Monoblepharidales
Genus,Lagenidium,itis,13950,Fungi,,Phycomycota,Lagenidiales,Lagenidiaceae,Lagenidium,,Lagenidium
Order,Lecanorales,itis,14000,Fungi,,Lecanoromycetes,Lecanorales,,,,Lecanorales
Genus,Lecanora,itis,14015,Fungi,,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,Lecanora
Family,Teloschistaceae,itis,14034,Fungi,,Lecanoromycetes,Teloschistales,Teloschistaceae,,,Teloschistaceae
Genus,Caloplaca,itis,14035,Fungi,,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca,,Caloplaca
Genus,Ochromonas,itis,1455,Chromista,,Chrysophyceae,Ochromonadales,Ochromonadaceae,Ochromonas,,Ochromonas
Order,Enterogona,itis,158855,Animalia,Chordata,Ascidiacea,Enterogona,,,,Enterogona
Species,Scomberesox saurus,itis,165612,Animalia,Chordata,Teleostei,Beloniformes,Scomberesocidae,Scomberesox,Scomberesox saurus,Scomberesox saurus
Genus,Pseudopedinella,itis,1787,Chromista,,Chrysophyceae,Chromalinales,Pedinellaceae,Pseudopedinella,,Pseudopedinella
Genus,Ophrydium,itis,180993,Protozoa,Ciliophora,Ciliatea,Peritrichida,Ophrydiidae,Ophrydium,,Ophrydium
Genus,Hyphochytrium,itis,181426,Fungi,,Phycomycota,Hyphochytriales,Hyphochytriaceae,Hyphochytrium,,Hyphochytrium
Genus,Aplanochytrium,itis,181456,Fungi,,Phycomycota,Saprolegniales,Thraustochytriaceae,Aplanochytrium,,Aplanochytrium
Genus,Phytophthora,itis,181471,Fungi,,Phycomycota,Peronosporales,Pythiaceae,Phytophthora,,Phytophthora
Genus,Botryotinia,itis,181691,Fungi,,Leotiomycetes,Helotiales,Sclerotiniaceae,Botryotinia,,Botryotinia
Genus,Pseudophormidium,itis,189422,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Pseudophormidium,,Pseudophormidium
Genus,Candelariella,itis,190230,Fungi,,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella,,Candelariella
Genus,Physconia,itis,191117,Fungi,,Lecanoromycetes,Teloschistales,Physciaceae,Physconia,,Physconia
Genus,Rhodotorula,itis,194693,Fungi,,Microbotryomycetes,Sporidiobolales,,Rhodotorula,,Rhodotorula
Species,Cuthona genovae,itis,205316,Animalia,Mollusca,Gastropoda,Nudibranchia,Tergipedidae,Cuthona,Cuthona genovae,Cuthona genovae
Species,Melosira varians,itis,2339,Chromista,,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,Melosira varians,Melosira varians
Genus,Hyalodiscus,itis,2380,Chromista,,Bacillariophyceae,Melosirales,Hyalodiscaceae,Hyalodiscus,,Hyalodiscus
Genus,Planktoniella,itis,2482,Chromista,,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Planktoniella,,Planktoniella
Genus,Pyrus,itis,25294,Plantae,,Magnoliopsida,Rosales,Rosaceae,Pyrus,,Pyrus
Species,Lauderia annulata,itis,2533,Chromista,,Bacillariophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Lauderia annulata,Lauderia annulata
Species,Escherichia coli,itis,285,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
Family,Brucellaceae,itis,305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,,,Brucellaceae
Species,Asterionella ralfsii,itis,3128,Chromista,,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella ralfsii,Asterionella ralfsii
Species,Striatella unipunctata,itis,3180,Chromista,,Bacillariophyceae,Striatellales,Striatellaceae,Striatella,Striatella unipunctata,Striatella unipunctata
Genus,Stauroneis,itis,4127,Chromista,,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,,Stauroneis
Order,Bicosoecida,itis,43812,Protozoa,Sarcomastigophora,Zoomastigophora,Choanoflagellida,,,,Bicosoecida
Family,Patellininae,itis,45246,Protozoa,Protozoa,Granuloreticulosea,Foraminiferida,Spirillinidae,,,Patellininae
Order,Centrohelida,itis,46126,Protozoa,Protozoa,Heliozoa,Centrohelida,,,,Centrohelida
Order,Halichondrida,itis,48328,Animalia,Porifera,Demospongiae,Halichondrida,,,,Halichondrida
Order,Hadromerida,itis,48443,Animalia,Porifera,Demospongiae,Hadromerida,,,,Hadromerida
Order,Spirochaetales,itis,501,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,,,,Spirochaetales
Order,Limoida,itis,566850,Animalia,Mollusca,Bivalvia,Limoida,,,,Limoida
Genus,Spiniferodinium,itis,573324,Chromista,,Dinophyceae,Phytodiniales,Phytodiniaceae,Spiniferodinium,,Spiniferodinium
Order,Paleonemertea,itis,57414,Animalia,Nemertea,Anopla,Paleonemertea,,,,Paleonemertea
Species,Amphora coffeaeformis,itis,591158,Chromista,,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora coffeaeformis,Amphora coffeaeformis
Family,Palaemoninae,itis,612631,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,,Palaemoninae
Class,Maxillopoda,itis,621145,Animalia,Arthropoda,Maxillopoda,,,,,Maxillopoda
Genus,Nitrosomonas,itis,65,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,,Nitrosomonas
Order,Spirophorida,itis,659133,Animalia,Porifera,Demospongiae,Spirophorida,,,,Spirophorida
Order,Verongida,itis,659138,Animalia,Porifera,Demospongiae,Verongida,,,,Verongida
Species,Theodoxus luteofasciatus,itis,70179,Animalia,Mollusca,Gastropoda,Neritopsina,Neritidae,Theodoxus,Theodoxus luteofasciatus,Theodoxus luteofasciatus
Genus,Thysanophora,itis,77412,Animalia,Mollusca,Gastropoda,Stylommatophora,Thysanophoridae,Thysanophora,,Thysanophora
Order,Mytiloida,itis,79450,Animalia,Mollusca,Bivalvia,Mytiloida,,,,Mytiloida
Order,Opiliones,itis,82753,Animalia,Arthropoda,Euchelicerata,Opiliones,,,,Opiliones
Class,Mamiellophyceae,itis,846516,Plantae,,Mamiellophyceae,,,,,Mamiellophyceae
Genus,Leptothrix,itis,848653,Animalia,Arthropoda,Euchelicerata,Araneae,Linyphiidae,Leptothrix,,Leptothrix
Family,Neocallimastigaceae,itis,936653,Fungi,,Chytridiomycetes,Neocallimastigales,Neocallimastigaceae,,,Neocallimastigaceae
Class,Thaumarchaeota,itis,951425,Archaea,Crenarchaeota,Thaumarchaeota,,,,,Thaumarchaeota
Phylum,Deferribacteres,itis,956109,Bacteria,Deferribacteres,,,,,,Deferribacteres
Phylum,Firmicutes,itis,956114,Bacteria,Firmicutes,,,,,,Firmicutes
Phylum,Lentisphaerae,itis,956117,Bacteria,Lentisphaerae,,,,,,Lentisphaerae
Phylum,Verrucomicrobia,itis,956126,Bacteria,Verrucomicrobia,,,,,,Verrucomicrobia
Class,Anaerolineae,itis,956130,Bacteria,Chloroflexi,Anaerolineae,,,,,Anaerolineae
Class,Erysipelotrichia,itis,956152,Bacteria,Firmicutes,Erysipelotrichia,,,,,Erysipelotrichia
Class,Holophagae,itis,956158,Bacteria,Acidobacteria,Holophagae,,,,,Holophagae
Class,Planctomycetacia,itis,956167,Bacteria,Planctomycetes,Planctomycetacia,,,,,Planctomycetacia
Class,Spirochaetes,itis,956169,Bacteria,Spirochaetae,Spirochaetes,,,,,Spirochaetes
Order,Anaerolineales,itis,956190,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,,,,Anaerolineales
Order,Cytophagales,itis,956211,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,,Cytophagales
Order,Desulfobacterales,itis,956215,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,,,,Desulfobacterales
Order,Desulfuromonadales,itis,956218,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,,,,Desulfuromonadales
Order,Methylococcales,itis,956243,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,,,,Methylococcales
Family,Acidimicrobiaceae,itis,956311,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,,,Acidimicrobiaceae
Family,Aeromonadaceae,itis,956319,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,,Aeromonadaceae
Family,Bdellovibrionaceae,itis,956333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,,,Bdellovibrionaceae
Family,Caldilineaceae,itis,956344,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,,,Caldilineaceae
Family,Chlamydiaceae,itis,956354,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,,,Chlamydiaceae
Family,Christensenellaceae,itis,956357,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,,Christensenellaceae
Family,Desulfurellaceae,itis,956386,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,,,Desulfurellaceae
Family,Hydrogenophilaceae,itis,956428,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,,,Hydrogenophilaceae
Family,Hyphomicrobiaceae,itis,956430,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,,Hyphomicrobiaceae
Family,Parvularculaceae,itis,956482,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,,,Parvularculaceae
Family,Planococcaceae,itis,956494,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,,Planococcaceae
Family,Rhodothermaceae,itis,956509,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Rhodothermaceae,,,Rhodothermaceae
Family,Rubritaleaceae,itis,956513,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,,,Rubritaleaceae
Family,Sandaracinaceae,itis,956518,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,,Sandaracinaceae
Family,Sneathiellaceae,itis,956526,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,,,Sneathiellaceae
Family,Xanthomonadaceae,itis,956567,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,Xanthomonadaceae
Genus,Algibacter,itis,956663,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,Algibacter
Genus,Alkanindiges,itis,956683,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,Alkanindiges
